country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,loss_per_user,cluster_id,risk_profile
Germany,2015,Phishing,Telecommunications,47.04,124250,Insider,Zero-day,AI-based Detection,64.0,378.59154929577466,2,Critical High-Impact Incidents
USA,2018,Man-in-the-Middle,Healthcare,22.61,733934,Nation-state,Zero-day,Firewall,31.0,30.806584788277966,0,High-Impact Rapid-Response Incidents
Brazil,2022,Malware,IT,19.26,377446,Unknown,Zero-day,AI-based Detection,12.0,51.027166800019074,0,High-Impact Rapid-Response Incidents
China,2021,SQL Injection,IT,98.57,430792,Insider,Weak Passwords,Antivirus,9.0,228.81111998365802,0,High-Impact Rapid-Response Incidents
UK,2015,Malware,IT,96.79,825881,Unknown,Zero-day,AI-based Detection,35.0,117.19606093371806,0,High-Impact Rapid-Response Incidents
USA,2020,Malware,Telecommunications,27.16,858207,Nation-state,Unpatched Software,AI-based Detection,42.0,31.647376448805474,2,Critical High-Impact Incidents
Germany,2021,Ransomware,Healthcare,16.64,912847,Unknown,Weak Passwords,Antivirus,27.0,18.228684544069267,1,Widespread Low-Loss Incidents
UK,2018,Malware,Banking,41.34,82287,Unknown,Unpatched Software,Encryption,61.0,502.3879835210908,3,Concentrated High-Cost Incidents
USA,2020,Man-in-the-Middle,Education,44.85,527938,Nation-state,Zero-day,Encryption,1.0,84.95315737832851,0,High-Impact Rapid-Response Incidents
UK,2022,DDoS,Telecommunications,50.9,645154,Insider,Weak Passwords,AI-based Detection,16.0,78.89589152357422,0,High-Impact Rapid-Response Incidents
India,2018,Ransomware,Retail,26.01,732636,Hacker Group,Zero-day,VPN,3.0,35.501940936563315,0,High-Impact Rapid-Response Incidents
Russia,2015,DDoS,Retail,69.61,26321,Nation-state,Zero-day,Encryption,11.0,2644.656358041108,3,Concentrated High-Cost Incidents
Germany,2023,Ransomware,Banking,52.88,982507,Unknown,Unpatched Software,Encryption,39.0,53.82149949058887,2,Critical High-Impact Incidents
Russia,2019,Malware,Retail,11.57,367712,Nation-state,Weak Passwords,Firewall,13.0,31.464842050300234,1,Widespread Low-Loss Incidents
Russia,2015,DDoS,Telecommunications,83.28,236346,Insider,Unpatched Software,AI-based Detection,55.0,352.36475337005913,2,Critical High-Impact Incidents
Australia,2018,SQL Injection,Retail,51.46,287089,Nation-state,Weak Passwords,Encryption,8.0,179.24755041119653,0,High-Impact Rapid-Response Incidents
Brazil,2024,Malware,Healthcare,50.71,964191,Unknown,Weak Passwords,VPN,36.0,52.59331398032133,0,High-Impact Rapid-Response Incidents
China,2016,SQL Injection,Healthcare,52.68,55913,Nation-state,Social Engineering,Antivirus,70.0,942.1780265770036,3,Concentrated High-Cost Incidents
Japan,2015,Phishing,Government,98.29,850600,Insider,Zero-day,Encryption,17.0,115.55372678109569,0,High-Impact Rapid-Response Incidents
France,2024,Phishing,Retail,45.57,201137,Hacker Group,Zero-day,Antivirus,25.0,226.56199505809474,0,High-Impact Rapid-Response Incidents
Germany,2017,Malware,Healthcare,1.68,859708,Nation-state,Weak Passwords,Encryption,10.0,1.954151874822614,1,Widespread Low-Loss Incidents
Russia,2016,Phishing,Government,2.74,863777,Insider,Zero-day,Antivirus,20.0,3.172115025058551,1,Widespread Low-Loss Incidents
Japan,2024,SQL Injection,Banking,67.37,521384,Unknown,Social Engineering,Antivirus,32.0,129.21378484955426,0,High-Impact Rapid-Response Incidents
Russia,2022,SQL Injection,Government,69.09,474183,Insider,Weak Passwords,Antivirus,27.0,145.7032411537318,0,High-Impact Rapid-Response Incidents
Brazil,2018,SQL Injection,Retail,36.63,829742,Insider,Unpatched Software,Firewall,57.0,44.14625269059539,2,Critical High-Impact Incidents
USA,2021,DDoS,Telecommunications,99.81,460842,Unknown,Weak Passwords,AI-based Detection,59.0,216.58182196935175,2,Critical High-Impact Incidents
Australia,2022,Malware,Retail,47.33,839881,Unknown,Zero-day,Firewall,51.0,56.353221468279436,2,Critical High-Impact Incidents
Brazil,2017,DDoS,IT,72.48,860625,Unknown,Zero-day,Firewall,4.0,84.21786492374727,0,High-Impact Rapid-Response Incidents
UK,2019,SQL Injection,Healthcare,65.47,263110,Insider,Social Engineering,Firewall,6.0,248.83128729428756,0,High-Impact Rapid-Response Incidents
Japan,2020,Man-in-the-Middle,IT,13.61,506364,Nation-state,Social Engineering,Firewall,66.0,26.877898112820027,1,Widespread Low-Loss Incidents
USA,2021,Phishing,Education,6.01,176772,Insider,Unpatched Software,Firewall,6.0,33.99859706288326,1,Widespread Low-Loss Incidents
Brazil,2021,SQL Injection,Retail,1.32,564277,Nation-state,Weak Passwords,Firewall,1.0,2.3392766318669733,1,Widespread Low-Loss Incidents
Australia,2017,Man-in-the-Middle,Retail,47.97,36780,Insider,Unpatched Software,AI-based Detection,64.0,1304.241435562806,3,Concentrated High-Cost Incidents
Germany,2021,Ransomware,Retail,46.82,589744,Nation-state,Weak Passwords,VPN,32.0,79.39037955451857,0,High-Impact Rapid-Response Incidents
Russia,2018,Malware,Government,59.01,309230,Hacker Group,Social Engineering,Encryption,61.0,190.82883290754455,2,Critical High-Impact Incidents
China,2024,Man-in-the-Middle,Telecommunications,53.59,4913,Hacker Group,Weak Passwords,AI-based Detection,61.0,10907.79564420924,3,Concentrated High-Cost Incidents
Brazil,2020,SQL Injection,Education,50.41,350295,Insider,Unpatched Software,Encryption,5.0,143.9072781512725,0,High-Impact Rapid-Response Incidents
USA,2020,DDoS,Banking,60.2,998937,Nation-state,Zero-day,Antivirus,19.0,60.2640606965204,0,High-Impact Rapid-Response Incidents
Brazil,2018,Malware,Telecommunications,96.22,445546,Nation-state,Weak Passwords,Firewall,45.0,215.95974377505354,2,Critical High-Impact Incidents
Brazil,2023,SQL Injection,Healthcare,7.33,486146,Insider,Zero-day,Firewall,12.0,15.077774989406475,1,Widespread Low-Loss Incidents
UK,2016,Phishing,Education,29.49,466333,Hacker Group,Zero-day,Firewall,51.0,63.23807236459783,2,Critical High-Impact Incidents
Japan,2019,Phishing,Government,73.35,706019,Nation-state,Zero-day,Encryption,65.0,103.89238816519102,2,Critical High-Impact Incidents
UK,2020,DDoS,Retail,70.03,971464,Nation-state,Weak Passwords,Firewall,4.0,72.087076824257,0,High-Impact Rapid-Response Incidents
India,2015,Man-in-the-Middle,IT,76.97,224983,Nation-state,Weak Passwords,AI-based Detection,42.0,342.11473755794884,2,Critical High-Impact Incidents
Brazil,2019,Ransomware,Telecommunications,87.41,919425,Nation-state,Unpatched Software,Encryption,45.0,95.0702884955271,2,Critical High-Impact Incidents
Russia,2023,DDoS,Telecommunications,57.25,115138,Unknown,Unpatched Software,Encryption,42.0,497.22941166252673,3,Concentrated High-Cost Incidents
Japan,2020,Phishing,IT,99.57,786468,Nation-state,Social Engineering,AI-based Detection,42.0,126.60400677459222,2,Critical High-Impact Incidents
India,2023,Phishing,Retail,5.11,620560,Hacker Group,Weak Passwords,Antivirus,59.0,8.234497872889003,1,Widespread Low-Loss Incidents
USA,2017,Malware,Government,56.74,976007,Insider,Social Engineering,Encryption,59.0,58.134828951021866,2,Critical High-Impact Incidents
France,2016,DDoS,Education,46.58,361163,Hacker Group,Zero-day,Firewall,38.0,128.97223691241905,2,Critical High-Impact Incidents
Brazil,2017,Ransomware,Healthcare,54.78,469735,Nation-state,Zero-day,Encryption,57.0,116.61894472415298,2,Critical High-Impact Incidents
USA,2015,Man-in-the-Middle,IT,46.27,117231,Unknown,Unpatched Software,AI-based Detection,28.0,394.69082409942763,3,Concentrated High-Cost Incidents
Germany,2018,Ransomware,Healthcare,14.38,276925,Unknown,Unpatched Software,VPN,54.0,51.927417170714094,1,Widespread Low-Loss Incidents
Australia,2019,Malware,Telecommunications,37.3,208089,Unknown,Zero-day,Antivirus,33.0,179.25022466348534,0,High-Impact Rapid-Response Incidents
Australia,2016,Phishing,Telecommunications,63.81,71720,Hacker Group,Zero-day,Encryption,21.0,889.7099832682654,3,Concentrated High-Cost Incidents
Russia,2024,Ransomware,Telecommunications,35.62,236676,Nation-state,Social Engineering,AI-based Detection,67.0,150.50110699859724,2,Critical High-Impact Incidents
India,2024,Man-in-the-Middle,Telecommunications,93.46,409281,Nation-state,Weak Passwords,Antivirus,18.0,228.35167036828,0,High-Impact Rapid-Response Incidents
Japan,2023,Phishing,Banking,82.36,612815,Insider,Zero-day,Antivirus,12.0,134.39618808286352,0,High-Impact Rapid-Response Incidents
Russia,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29.0,73.68928120402558,1,Widespread Low-Loss Incidents
India,2023,Ransomware,Banking,57.15,704230,Nation-state,Zero-day,VPN,71.0,81.152464393735,2,Critical High-Impact Incidents
China,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2.0,91.91555396000047,0,High-Impact Rapid-Response Incidents
India,2024,DDoS,Healthcare,4.08,488599,Unknown,Social Engineering,Encryption,11.0,8.350405956622916,1,Widespread Low-Loss Incidents
France,2022,Ransomware,Healthcare,80.73,964782,Unknown,Weak Passwords,VPN,47.0,83.67693427116177,2,Critical High-Impact Incidents
Germany,2018,Man-in-the-Middle,IT,48.96,323027,Unknown,Unpatched Software,Encryption,49.0,151.5662777414891,2,Critical High-Impact Incidents
China,2023,Man-in-the-Middle,Education,10.55,12970,Unknown,Social Engineering,Antivirus,32.0,813.4155744024672,3,Concentrated High-Cost Incidents
India,2020,Man-in-the-Middle,Government,50.19,659835,Unknown,Zero-day,Encryption,46.0,76.06447066312033,2,Critical High-Impact Incidents
China,2023,SQL Injection,Telecommunications,66.92,336320,Hacker Group,Social Engineering,VPN,51.0,198.97716460513797,2,Critical High-Impact Incidents
China,2017,Man-in-the-Middle,Banking,47.52,83617,Insider,Unpatched Software,AI-based Detection,64.0,568.3054881184448,3,Concentrated High-Cost Incidents
Brazil,2018,Malware,Banking,87.13,99178,Nation-state,Unpatched Software,Antivirus,27.0,878.5214462884913,3,Concentrated High-Cost Incidents
Brazil,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41.0,163.68016772619436,2,Critical High-Impact Incidents
Russia,2017,Phishing,Telecommunications,2.22,620350,Hacker Group,Zero-day,Firewall,45.0,3.578624969775127,1,Widespread Low-Loss Incidents
USA,2020,DDoS,Healthcare,38.14,846602,Insider,Weak Passwords,Firewall,31.0,45.05068497357672,0,High-Impact Rapid-Response Incidents
India,2017,Malware,Government,61.02,650042,Nation-state,Unpatched Software,Antivirus,48.0,93.87085757535667,2,Critical High-Impact Incidents
Japan,2019,Man-in-the-Middle,Government,61.01,549197,Hacker Group,Social Engineering,Antivirus,59.0,111.0894633437546,2,Critical High-Impact Incidents
France,2023,Phishing,IT,15.49,138639,Hacker Group,Unpatched Software,VPN,14.0,111.72902285792598,1,Widespread Low-Loss Incidents
Australia,2024,Man-in-the-Middle,Healthcare,93.4,833819,Insider,Unpatched Software,Antivirus,14.0,112.01471782245308,0,High-Impact Rapid-Response Incidents
India,2022,Malware,Retail,13.88,813217,Insider,Zero-day,AI-based Detection,71.0,17.068015056251898,2,Critical High-Impact Incidents
UK,2017,Malware,Banking,11.25,636273,Insider,Zero-day,Antivirus,30.0,17.68108972092168,1,Widespread Low-Loss Incidents
Russia,2017,Man-in-the-Middle,Banking,66.53,45277,Insider,Social Engineering,Firewall,43.0,1469.3994743467986,3,Concentrated High-Cost Incidents
Australia,2015,Phishing,Telecommunications,89.41,488342,Hacker Group,Unpatched Software,Firewall,23.0,183.08890081131665,0,High-Impact Rapid-Response Incidents
France,2019,Phishing,IT,55.31,526220,Nation-state,Social Engineering,AI-based Detection,2.0,105.10812967960169,0,High-Impact Rapid-Response Incidents
USA,2023,DDoS,Education,90.38,311596,Insider,Weak Passwords,VPN,23.0,290.0550713102864,0,High-Impact Rapid-Response Incidents
Brazil,2024,DDoS,Retail,25.17,658226,Insider,Weak Passwords,VPN,52.0,38.239145825294045,2,Critical High-Impact Incidents
India,2019,Phishing,Education,6.29,344693,Hacker Group,Social Engineering,Encryption,19.0,18.248122242111094,1,Widespread Low-Loss Incidents
France,2016,Phishing,Education,37.57,380995,Unknown,Weak Passwords,VPN,60.0,98.61021798186327,2,Critical High-Impact Incidents
Brazil,2018,Malware,Banking,3.1,458185,Insider,Social Engineering,AI-based Detection,31.0,6.765826030970023,1,Widespread Low-Loss Incidents
Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67.0,157.80487888832667,2,Critical High-Impact Incidents
Russia,2019,Ransomware,Retail,19.97,722544,Hacker Group,Social Engineering,Encryption,14.0,27.638455235944107,0,High-Impact Rapid-Response Incidents
Brazil,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17.0,36.256760348861086,0,High-Impact Rapid-Response Incidents
China,2023,SQL Injection,IT,53.21,620822,Unknown,Zero-day,Firewall,21.0,85.7089471700423,0,High-Impact Rapid-Response Incidents
Russia,2022,Ransomware,Healthcare,16.6,715102,Insider,Zero-day,Antivirus,2.0,23.21347164460455,0,High-Impact Rapid-Response Incidents
Russia,2021,Man-in-the-Middle,Banking,44.32,634390,Unknown,Zero-day,Antivirus,54.0,69.86238749034506,2,Critical High-Impact Incidents
Japan,2021,Ransomware,Government,10.34,791473,Nation-state,Weak Passwords,Firewall,58.0,13.064248559331778,1,Widespread Low-Loss Incidents
China,2022,Phishing,IT,41.81,631816,Unknown,Weak Passwords,Firewall,29.0,66.17432923509377,0,High-Impact Rapid-Response Incidents
Germany,2016,Malware,Banking,84.54,517353,Nation-state,Social Engineering,Antivirus,41.0,163.40873639468603,2,Critical High-Impact Incidents
Japan,2015,Malware,Telecommunications,40.38,118734,Insider,Unpatched Software,AI-based Detection,21.0,340.0879276365658,3,Concentrated High-Cost Incidents
India,2020,Man-in-the-Middle,Education,39.15,963367,Insider,Zero-day,Encryption,50.0,40.63871816244484,2,Critical High-Impact Incidents
Australia,2021,SQL Injection,Telecommunications,22.51,71557,Insider,Social Engineering,Antivirus,47.0,314.5743952373632,3,Concentrated High-Cost Incidents
Brazil,2017,Ransomware,Government,58.18,824704,Hacker Group,Zero-day,Antivirus,30.0,70.54652335868384,0,High-Impact Rapid-Response Incidents
Germany,2023,Man-in-the-Middle,Banking,92.48,1326,Nation-state,Social Engineering,Antivirus,11.0,69743.58974358975,3,Concentrated High-Cost Incidents
UK,2015,Phishing,Banking,51.38,630931,Insider,Zero-day,AI-based Detection,48.0,81.43521240832992,2,Critical High-Impact Incidents
Germany,2016,Phishing,Government,93.61,395731,Insider,Unpatched Software,AI-based Detection,64.0,236.54957534284654,2,Critical High-Impact Incidents
Australia,2017,Ransomware,Government,27.38,918816,Unknown,Weak Passwords,AI-based Detection,58.0,29.79921986556612,2,Critical High-Impact Incidents
Australia,2021,Malware,Healthcare,74.61,357205,Nation-state,Weak Passwords,Antivirus,21.0,208.87165633179828,0,High-Impact Rapid-Response Incidents
UK,2019,SQL Injection,IT,78.84,464960,Unknown,Unpatched Software,Encryption,24.0,169.5629731589814,0,High-Impact Rapid-Response Incidents
USA,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3.0,1272.787152017668,3,Concentrated High-Cost Incidents
Brazil,2017,Phishing,IT,81.04,850794,Unknown,Social Engineering,Antivirus,69.0,95.25219970991803,2,Critical High-Impact Incidents
France,2015,Man-in-the-Middle,Banking,27.2,559841,Nation-state,Unpatched Software,VPN,22.0,48.58522330447395,0,High-Impact Rapid-Response Incidents
China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62.0,126.07715840358702,2,Critical High-Impact Incidents
Brazil,2016,Malware,Education,83.93,102797,Unknown,Weak Passwords,Firewall,17.0,816.4635154722414,3,Concentrated High-Cost Incidents
France,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42.0,91.92658628025309,2,Critical High-Impact Incidents
USA,2019,SQL Injection,Telecommunications,57.4,51312,Insider,Social Engineering,AI-based Detection,26.0,1118.6467103211723,3,Concentrated High-Cost Incidents
Brazil,2022,Ransomware,Retail,1.42,510870,Unknown,Unpatched Software,AI-based Detection,35.0,2.779572102491828,1,Widespread Low-Loss Incidents
Russia,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42.0,191.0271804388167,2,Critical High-Impact Incidents
Australia,2016,Ransomware,Healthcare,47.18,509930,Unknown,Social Engineering,AI-based Detection,68.0,92.52250308865922,2,Critical High-Impact Incidents
UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26.0,71.73083002991318,0,High-Impact Rapid-Response Incidents
Germany,2022,SQL Injection,Banking,52.91,619669,Unknown,Unpatched Software,Antivirus,19.0,85.3842938730193,0,High-Impact Rapid-Response Incidents
Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14.0,61.416958116273,0,High-Impact Rapid-Response Incidents
France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39.0,6.287607328781015,1,Widespread Low-Loss Incidents
Japan,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15.0,33.64979005246264,0,High-Impact Rapid-Response Incidents
Japan,2016,Man-in-the-Middle,Retail,58.77,172346,Nation-state,Social Engineering,AI-based Detection,51.0,341.0000812319404,2,Critical High-Impact Incidents
Germany,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56.0,56.47629245913758,2,Critical High-Impact Incidents
Germany,2021,Man-in-the-Middle,IT,90.57,254634,Hacker Group,Social Engineering,AI-based Detection,5.0,355.68698602700346,0,High-Impact Rapid-Response Incidents
France,2022,Phishing,Retail,39.15,724409,Unknown,Weak Passwords,Antivirus,56.0,54.04405522294726,2,Critical High-Impact Incidents
UK,2018,Phishing,Healthcare,95.3,269142,Unknown,Unpatched Software,Encryption,72.0,354.08817650162365,2,Critical High-Impact Incidents
India,2024,Phishing,Retail,92.48,32067,Insider,Unpatched Software,Antivirus,19.0,2883.96170517978,3,Concentrated High-Cost Incidents
Germany,2020,Malware,Government,32.2,591314,Hacker Group,Weak Passwords,Encryption,65.0,54.4549934552539,2,Critical High-Impact Incidents
